id,address_type,status,entity,street_number_name,apartment_number,city,state_province,zip_code,country,notes,created_at,updated_at
386,Shipping,Active,Building,47341 Dottie Hill,,Baton Rouge,Louisiana,70805,United States,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2016-12-09 11:49:33,2017-12-08 16:05:08
387,Shipping,Active,Customer,5 Elmside Drive,,Shreveport,Louisiana,71137,United States,Donec vitae nisi.,2016-05-17 08:59:13,2018-08-05 09:04:41
388,Business,Active,Building,835 Glacier Hill Alley,,Bellevue,Washington,98008,United States,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",2016-11-23 11:22:43,2017-10-13 13:28:24
389,Shipping,Active,Customer,9 Heath Crossing,,Tucson,Arizona,85748,United States,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2016-12-25 10:08:58,2017-11-09 04:34:25
390,Home,Active,Building,0 Crowley Place,,Duluth,Georgia,30195,United States,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",2017-01-11 23:28:06,2019-02-28 10:29:29
391,Business,Active,Customer,490 Comanche Court,20,Temple,Texas,76505,United States,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",2017-01-03 15:55:58,2018-09-07 14:29:20
392,Shipping,Active,Building,49 Forest Dale Pass,,Corona,California,92878,United States,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2016-12-26 12:06:12,2018-11-02 17:42:47
393,Home,Active,Customer,3874 School Way,15,Houston,Texas,77206,United States,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",2016-07-02 10:33:38,2019-02-10 12:30:43
394,Home,Active,Building,99 Prairie Rose Terrace,,Saint Petersburg,Florida,33742,United States,Vestibulum rutrum rutrum neque.,2016-10-27 01:58:23,2018-06-07 03:53:52
395,Home,Active,Customer,71645 Commercial Pass,,Panama City,Florida,32412,United States,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2017-04-14 23:54:12,2017-06-13 00:00:28
396,Billing,Active,Building,63 Pennsylvania Court,,West Palm Beach,Florida,33416,United States,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,2017-03-10 23:58:53,2018-11-08 22:29:39
397,Home,Active,Customer,692 Grayhawk Point,,Houston,Texas,77015,United States,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",2017-03-18 02:48:17,2017-12-30 15:51:03
398,Billing,Active,Building,9 Oak Crossing,,Washington,District of Columbia,20414,United States,Nulla nisl.,2016-12-13 22:57:35,2018-10-11 22:25:47
399,Billing,Active,Customer,6 Menomonie Drive,,Baton Rouge,Louisiana,70836,United States,Sed ante.,2016-08-11 15:11:39,2017-10-16 13:33:06
400,Business,Active,Building,4153 Badeau Plaza,,Bloomington,Indiana,47405,United States,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2017-04-05 16:37:12,2017-06-28 23:13:12
